508034,000000000000000000408590f83e73c14f45f4174dadd5769adbdfc7bb18dd7f,BTC.com,Not Found
508033,0000000000000000005f54364c1ec9f1417a29925806b25b3c41ac98a595c174,AntPool,Not Found
508032,00000000000000000018e2d304128766f69359ca69bf1d6b0f2d6fd238ea218c,unknown,Not Found
508031,0000000000000000006b68e55432541794388c94fe9e805652038e7b3cac0681,BTC.com,Not Found
508030,0000000000000000005ba5b3d1fd9253fb1a0d16461c41df63e9f8eb9ead6b14,SlushPool,Not Found
508029,0000000000000000005ddba4383460bd3b0572c447dbd6f87a10783906fa514d,BitFury,Not Found
508028,0000000000000000002e4ac3b9890664c46368885964aa9a1aab3edb54d435e7,BTC.TOP,Not Found
508027,00000000000000000067bed9420972c542442fe7aa9ddd41bb3584bbad83c238,BTCC,Not Found
508026,00000000000000000042524117f5fdea2b508f12fc54a01f9b1a3e03a637c8a8,BTC.com,Not Found
508025,0000000000000000002d9136112a2c5820295c76ea73c3b139fb5360e7d84077,BTC.com,Not Found
508024,0000000000000000005fb1f3dca70f3e37e2f24c382c4a2bd8e8f97b250de064,BTC.com,Not Found
508023,000000000000000000378337e83f0610ed61a5cd76a0b7dc00fccf9538ee9c91,BTC.TOP,Not Found
508022,00000000000000000048b0f662c4f9dab221a6ff532f8e304caf45575640f36a,BTC.com,Not Found
508021,0000000000000000001bcb96abd1a5902789e42cb59ab9e5222a467ff160a62d,SlushPool,Not Found
508020,0000000000000000000c6bc1a9bb304e96aa5459d108ab19578998c47c4b3f7b,AntPool,Not Found
508019,0000000000000000004b3f1b76b8a9a7fa9ec20d38990970ecd6d40567555365,BTC.TOP,Not Found
508018,00000000000000000020d001f03bdc073798bafb412e532f25b4c8c01cb55fb7,ViaBTC,Not Found
508017,0000000000000000005be3ac3cc39f40239a6b47d20a1c468a7adf999745454f,GBMiners,Not Found
508016,0000000000000000000f28af84359ebf8ad4148023115c006952f07e92ceb9ce,BTC.com,Not Found
508015,0000000000000000000e02d0a860eca82f948131fd2ce9fea6ce78beb65c717f,SlushPool,Not Found
508014,0000000000000000003e816f7c0eaa972d4c4b0fad0263d51263603897d2da58,BTC.com,Not Found
508013,00000000000000000031b078f177b7127a9219ebe075602fc323b5233639883e,AntPool,Not Found
508012,0000000000000000001b5c4082bf1d1daf462a2bf968b7542d5bc8921126d89d,BTC.com,Not Found
508011,0000000000000000001b1f59717b2446d89aa4c5d02d8a98f584344cc34d1af6,F2Pool,Not Found
508010,000000000000000000014b08ef581fc7031b9293698f1fea972295fcd561e25b,BTC.com,Not Found
508009,0000000000000000001e31d381084e7d931c3b7151ab93a9359365658f8c0154,BTC.TOP,Not Found
508008,00000000000000000062e43a01b9227d1019c5f52caa0e0e2a1ba8ce110f344e,SlushPool,Not Found
508007,00000000000000000005f5f2e68ff46698039a4c23d2fcdd041daa10a219a258,AntPool,Not Found
508006,00000000000000000012fb0c7def16311e248c19dd9fc415ee8db60e70be307b,SlushPool,Not Found
508005,00000000000000000037eaa6286bd950d816d4c1f30772b4c42751b672a36754,BTC.com,Not Found
508004,0000000000000000000c52afec03f37fbc660fd2d747f2440b34d42350ae7592,BitClub,Not Found
508003,0000000000000000005a0dca8abf75df083cef0795babb3495a0c4f2bfc3a068,AntPool,Not Found
508002,00000000000000000032fafe46c0b8a357569a9c57401d473d4823751363c97b,BTCC,Not Found
508001,000000000000000000482f2a9750305a93849bed4f3f57afb4eae3870d3fb814,BTC.TOP,Not Found
508000,00000000000000000006d3e05bbc1baba1b0755f2e2a9527d37b8ec64e64b31b,CanoePool,Not Found
507999,0000000000000000002cd3a66c7805cc131e8c04eab2843de98d87d8d61f04e3,AntPool,Not Found
507998,00000000000000000069920ce1ba35f51c357c675b1a72ea04f00546bdb3e87c,Bixin,Not Found
507997,0000000000000000004a0311e97f44395fbdb36fc276b51998022e688057685b,BTC.TOP,Not Found
507996,00000000000000000067c51f642e03ceb58772bcbd6715d9427ef0a99b6f6c20,ViaBTC,Not Found
507995,000000000000000000673d3f94f7a6925d1c25a12dd639ba71ad627bc019dacd,BTPOOL,Not Found
507994,0000000000000000003028fe774c59f90f90898a1bc7b3dced7fecf551a41d84,SlushPool,Not Found
507993,0000000000000000001f2fda3f091cff633620875e9436cf832c0a36535f460c,BWPool,Not Found
507992,00000000000000000057aa5e21bb7bd0e378b2edc3138c2a02c51f0937914cab,58COIN,Not Found
507991,00000000000000000005137492238073a92f35d1239500bb9be2a78a82b5b3e9,AntPool,Not Found
507990,0000000000000000004f23d018d48808d8e7a55dd6f3eafdc4ed98e67d5d1212,unknown,Not Found
507989,0000000000000000000533f37dc86a6731d2c33767f80f6d4009ed5d6e38b028,BTC.com,Not Found
507988,00000000000000000017fcf83729c9b7ae644523aa86fa22df337421f499c97e,unknown,Not Found
507987,0000000000000000005e46d334bc42d19a68393a35f323c5661d2e025d942602,BTCC,Not Found
507986,0000000000000000005f3e9e784c9fb849663588db7b793f8e68e8ad7145b6e5,BTC.com,Not Found
507985,0000000000000000002cdb42f2ed2a545a50c72f713177423a380ff631cd1c56,ViaBTC,Not Found
507984,0000000000000000002b0e22d8d02768571a79e873c0536f7b0b0c8deb8384fc,BTCC,Not Found
507983,0000000000000000000b4ee5cb67c804ed86bd4d073aca523a693b20ec739420,AntPool,Not Found
507982,0000000000000000002a71eef8eb6f1fb482e13e102df4ad88e8df057a1bdb9c,unknown,Not Found
507981,0000000000000000001855c3c43e268f92f8e24f4a0333c30a867a596e5f5f28,BTC.TOP,Not Found
